,word1,word2,word3,true_word,section,predword,similary
26,Baghdad,Iraq,Cairo,Egypt,": capital-common-countries
",Egypt,0.6848487854003906
27,Baghdad,Iraq,Canberra,Australia,": capital-common-countries
",Mr_Rudd,0.6186108589172363
28,Baghdad,Iraq,Hanoi,Vietnam,": capital-common-countries
",Vietnam,0.7493551969528198
29,Baghdad,Iraq,Havana,Cuba,": capital-common-countries
",Cuba,0.7133255004882812
30,Baghdad,Iraq,Helsinki,Finland,": capital-common-countries
",Finland,0.5972561836242676
31,Baghdad,Iraq,Islamabad,Pakistan,": capital-common-countries
",Pakistan,0.7466936707496643
32,Baghdad,Iraq,Kabul,Afghanistan,": capital-common-countries
",Afghanistan,0.8359360098838806
33,Baghdad,Iraq,London,England,": capital-common-countries
",Britain,0.5853632688522339
34,Baghdad,Iraq,Madrid,Spain,": capital-common-countries
",Spain,0.6144677400588989
35,Baghdad,Iraq,Moscow,Russia,": capital-common-countries
",Russia,0.7236210703849792
36,Baghdad,Iraq,Oslo,Norway,": capital-common-countries
",Norway,0.5987579822540283
37,Baghdad,Iraq,Ottawa,Canada,": capital-common-countries
",Prime_Minister_Jean_Chrétien,0.5704855918884277
38,Baghdad,Iraq,Paris,France,": capital-common-countries
",France,0.6203721761703491
39,Baghdad,Iraq,Rome,Italy,": capital-common-countries
",Italy,0.5362658500671387
40,Baghdad,Iraq,Stockholm,Sweden,": capital-common-countries
",Sweden,0.5907803177833557
41,Baghdad,Iraq,Tehran,Iran,": capital-common-countries
",Iran,0.8114986419677734
42,Baghdad,Iraq,Tokyo,Japan,": capital-common-countries
",Japan,0.7056296467781067
43,Baghdad,Iraq,Athens,Greece,": capital-common-countries
",Greece,0.5793530941009521
44,Bangkok,Thailand,Beijing,China,": capital-common-countries
",China,0.8263983726501465
45,Bangkok,Thailand,Berlin,Germany,": capital-common-countries
",Germany,0.729519784450531
46,Bangkok,Thailand,Bern,Switzerland,": capital-common-countries
",Switzerland,0.5047769546508789
47,Bangkok,Thailand,Cairo,Egypt,": capital-common-countries
",Egypt,0.8118714690208435
48,Bangkok,Thailand,Canberra,Australia,": capital-common-countries
",Australia,0.7154911160469055
49,Bangkok,Thailand,Hanoi,Vietnam,": capital-common-countries
",Viet_Nam,0.7700590491294861
50,Bangkok,Thailand,Havana,Cuba,": capital-common-countries
",Cuba,0.8007405996322632
51,Bangkok,Thailand,Helsinki,Finland,": capital-common-countries
",Finland,0.7515273690223694
52,Bangkok,Thailand,Islamabad,Pakistan,": capital-common-countries
",Pakistan,0.797675371170044
53,Bangkok,Thailand,Kabul,Afghanistan,": capital-common-countries
",Afghanistan,0.6666889190673828
54,Bangkok,Thailand,London,England,": capital-common-countries
",Britain,0.6576252579689026
55,Bangkok,Thailand,Madrid,Spain,": capital-common-countries
",Spain,0.765529990196228
56,Bangkok,Thailand,Moscow,Russia,": capital-common-countries
",Russia,0.8613657355308533
57,Bangkok,Thailand,Oslo,Norway,": capital-common-countries
",Norway,0.7142737507820129
58,Bangkok,Thailand,Ottawa,Canada,": capital-common-countries
",Canada,0.6684818267822266
59,Bangkok,Thailand,Paris,France,": capital-common-countries
",France,0.7388160228729248
60,Bangkok,Thailand,Rome,Italy,": capital-common-countries
",Italy,0.6863130331039429
61,Bangkok,Thailand,Stockholm,Sweden,": capital-common-countries
",Sweden,0.7587180733680725
62,Bangkok,Thailand,Tehran,Iran,": capital-common-countries
",Iran,0.8363437652587891
63,Bangkok,Thailand,Tokyo,Japan,": capital-common-countries
",Japan,0.8282634615898132
64,Bangkok,Thailand,Athens,Greece,": capital-common-countries
",Greece,0.6765022873878479
65,Bangkok,Thailand,Baghdad,Iraq,": capital-common-countries
",Iraqi,0.6885136365890503
66,Beijing,China,Berlin,Germany,": capital-common-countries
",Germany,0.7232257723808289
67,Beijing,China,Bern,Switzerland,": capital-common-countries
",Bern_NC,0.4655816853046417
68,Beijing,China,Cairo,Egypt,": capital-common-countries
",Egypt,0.7653076648712158
69,Beijing,China,Canberra,Australia,": capital-common-countries
",Australia,0.7234394550323486
70,Beijing,China,Hanoi,Vietnam,": capital-common-countries
",Viet_Nam,0.7793146967887878
71,Beijing,China,Havana,Cuba,": capital-common-countries
",Cuba,0.7189655900001526
72,Beijing,China,Helsinki,Finland,": capital-common-countries
",Finland,0.7141392827033997
73,Beijing,China,Islamabad,Pakistan,": capital-common-countries
",Pakistan,0.8062406778335571
74,Beijing,China,Kabul,Afghanistan,": capital-common-countries
",Afghan,0.6770889163017273
75,Beijing,China,London,England,": capital-common-countries
",UK,0.630479633808136
76,Beijing,China,Madrid,Spain,": capital-common-countries
",Spain,0.7320305109024048
77,Beijing,China,Moscow,Russia,": capital-common-countries
",Russia,0.8579801321029663
78,Beijing,China,Oslo,Norway,": capital-common-countries
",Norway,0.6628976464271545
79,Beijing,China,Ottawa,Canada,": capital-common-countries
",Canada,0.6537173390388489
80,Beijing,China,Paris,France,": capital-common-countries
",France,0.7109121084213257
81,Beijing,China,Rome,Italy,": capital-common-countries
",Italy,0.663748562335968
82,Beijing,China,Stockholm,Sweden,": capital-common-countries
",Sweden,0.7026646733283997
83,Beijing,China,Tehran,Iran,": capital-common-countries
",Iran,0.8262746334075928
84,Beijing,China,Tokyo,Japan,": capital-common-countries
",Japan,0.8236700892448425
85,Beijing,China,Athens,Greece,": capital-common-countries
",Greece,0.6515148878097534
86,Beijing,China,Baghdad,Iraq,": capital-common-countries
",Mosul,0.7041885852813721
87,Beijing,China,Bangkok,Thailand,": capital-common-countries
",Thailand,0.8047244548797607
88,Berlin,Germany,Bern,Switzerland,": capital-common-countries
",Switzerland,0.609531819820404
89,Berlin,Germany,Cairo,Egypt,": capital-common-countries
",Egypt,0.6912307739257812
90,Berlin,Germany,Canberra,Australia,": capital-common-countries
",Australia,0.7485095262527466
91,Berlin,Germany,Hanoi,Vietnam,": capital-common-countries
",Viet_Nam,0.6875088810920715
92,Berlin,Germany,Havana,Cuba,": capital-common-countries
",Cuba,0.6961180567741394
93,Berlin,Germany,Helsinki,Finland,": capital-common-countries
",Finland,0.7654494047164917
94,Berlin,Germany,Islamabad,Pakistan,": capital-common-countries
",Pakistan,0.7597626447677612
95,Berlin,Germany,Kabul,Afghanistan,": capital-common-countries
",Afghan,0.6450541019439697
96,Berlin,Germany,London,England,": capital-common-countries
",UK,0.6597434282302856
97,Berlin,Germany,Madrid,Spain,": capital-common-countries
",Spain,0.7768210768699646
98,Berlin,Germany,Moscow,Russia,": capital-common-countries
",Russia,0.8107381463050842
99,Berlin,Germany,Oslo,Norway,": capital-common-countries
",Norway,0.7291736602783203
100,Berlin,Germany,Ottawa,Canada,": capital-common-countries
",Canada,0.6773227453231812
101,Berlin,Germany,Paris,France,": capital-common-countries
",France,0.7884092926979065
102,Berlin,Germany,Rome,Italy,": capital-common-countries
",Italy,0.7509608268737793
103,Berlin,Germany,Stockholm,Sweden,": capital-common-countries
",Sweden,0.8022658228874207
104,Berlin,Germany,Tehran,Iran,": capital-common-countries
",Iran,0.7747757434844971
105,Berlin,Germany,Tokyo,Japan,": capital-common-countries
",Japan,0.7969788312911987
106,Berlin,Germany,Athens,Greece,": capital-common-countries
",Greece,0.6390470862388611
107,Berlin,Germany,Baghdad,Iraq,": capital-common-countries
",Mosul,0.6864061951637268
108,Berlin,Germany,Bangkok,Thailand,": capital-common-countries
",Thailand,0.7680835127830505
109,Berlin,Germany,Beijing,China,": capital-common-countries
",China,0.7755853533744812
110,Bern,Switzerland,Cairo,Egypt,": capital-common-countries
",Egypt,0.5989274382591248
111,Bern,Switzerland,Canberra,Australia,": capital-common-countries
",Australia,0.6860506534576416
112,Bern,Switzerland,Hanoi,Vietnam,": capital-common-countries
",Viet_Nam,0.5609371066093445
113,Bern,Switzerland,Havana,Cuba,": capital-common-countries
",Cuba,0.6295959949493408
114,Bern,Switzerland,Helsinki,Finland,": capital-common-countries
",Finland,0.6637659072875977
115,Bern,Switzerland,Islamabad,Pakistan,": capital-common-countries
",Pakistan,0.6708024144172668
116,Bern,Switzerland,Kabul,Afghanistan,": capital-common-countries
",Afghanistan,0.5338184833526611
117,Bern,Switzerland,London,England,": capital-common-countries
",EURASIAN_NATURAL_RESOURCES_CORP.,0.5463826060295105
118,Bern,Switzerland,Madrid,Spain,": capital-common-countries
",Spain,0.6423718333244324
119,Bern,Switzerland,Moscow,Russia,": capital-common-countries
",Russia,0.6487589478492737
120,Bern,Switzerland,Oslo,Norway,": capital-common-countries
",Norway,0.6448377966880798
121,Bern,Switzerland,Ottawa,Canada,": capital-common-countries
",Canada,0.6468112468719482
122,Bern,Switzerland,Paris,France,": capital-common-countries
",France,0.6129552721977234
123,Bern,Switzerland,Rome,Italy,": capital-common-countries
",Italy,0.6486326456069946
124,Bern,Switzerland,Stockholm,Sweden,": capital-common-countries
",Sweden,0.684966504573822
125,Bern,Switzerland,Tehran,Iran,": capital-common-countries
",Iran,0.6813836097717285
126,Bern,Switzerland,Tokyo,Japan,": capital-common-countries
",Japan,0.6434274911880493
127,Bern,Switzerland,Athens,Greece,": capital-common-countries
",Greece,0.5800099968910217
128,Bern,Switzerland,Baghdad,Iraq,": capital-common-countries
",Iraqi,0.5730240941047668
129,Bern,Switzerland,Bangkok,Thailand,": capital-common-countries
",Thailand,0.6617314219474792
130,Bern,Switzerland,Beijing,China,": capital-common-countries
",China,0.6225298047065735
131,Bern,Switzerland,Berlin,Germany,": capital-common-countries
",Germany,0.7138351202011108
132,Cairo,Egypt,Canberra,Australia,": capital-common-countries
",Australia,0.6811555027961731
133,Cairo,Egypt,Hanoi,Vietnam,": capital-common-countries
",Viet_Nam,0.7589392066001892
134,Cairo,Egypt,Havana,Cuba,": capital-common-countries
",Cuba,0.7639016509056091
135,Cairo,Egypt,Helsinki,Finland,": capital-common-countries
",Finland,0.7256742119789124
136,Cairo,Egypt,Islamabad,Pakistan,": capital-common-countries
",Pakistan,0.8155920505523682
137,Cairo,Egypt,Kabul,Afghanistan,": capital-common-countries
",Afghan,0.6829640865325928
138,Cairo,Egypt,London,England,": capital-common-countries
",Britain,0.6454267501831055
139,Cairo,Egypt,Madrid,Spain,": capital-common-countries
",Spain,0.7469133734703064
140,Cairo,Egypt,Moscow,Russia,": capital-common-countries
",Russia,0.842657208442688
141,Cairo,Egypt,Oslo,Norway,": capital-common-countries
",Norway,0.6975642442703247
142,Cairo,Egypt,Ottawa,Canada,": capital-common-countries
",Canada,0.6659149527549744
143,Cairo,Egypt,Paris,France,": capital-common-countries
",France,0.7114197611808777
144,Cairo,Egypt,Rome,Italy,": capital-common-countries
",Italy,0.6812829971313477
145,Cairo,Egypt,Stockholm,Sweden,": capital-common-countries
",Sweden,0.7365161776542664
146,Cairo,Egypt,Tehran,Iran,": capital-common-countries
",Iran,0.8531845808029175
147,Cairo,Egypt,Tokyo,Japan,": capital-common-countries
",Japan,0.7753520011901855
148,Cairo,Egypt,Athens,Greece,": capital-common-countries
",Greece,0.7355356216430664
149,Cairo,Egypt,Baghdad,Iraq,": capital-common-countries
",Iraqi,0.7208045125007629
150,Cairo,Egypt,Bangkok,Thailand,": capital-common-countries
",Thailand,0.8275742530822754
151,Cairo,Egypt,Beijing,China,": capital-common-countries
",China,0.8066043257713318
152,Cairo,Egypt,Berlin,Germany,": capital-common-countries
",Germany,0.7016905546188354
153,Cairo,Egypt,Bern,Switzerland,": capital-common-countries
",Switzerland,0.4930408000946045
154,Canberra,Australia,Hanoi,Vietnam,": capital-common-countries
",Viet_Nam,0.6714490652084351
155,Canberra,Australia,Havana,Cuba,": capital-common-countries
",Cuba,0.6964417695999146
156,Canberra,Australia,Helsinki,Finland,": capital-common-countries
",Finland,0.690654993057251
157,Canberra,Australia,Islamabad,Pakistan,": capital-common-countries
",Pakistan,0.7743954658508301
158,Canberra,Australia,Kabul,Afghanistan,": capital-common-countries
",Afghans,0.5854719877243042
159,Canberra,Australia,London,England,": capital-common-countries
",UK,0.6224532723426819
160,Canberra,Australia,Madrid,Spain,": capital-common-countries
",Spain,0.7410276532173157
161,Canberra,Australia,Moscow,Russia,": capital-common-countries
",Russia,0.7891086339950562
162,Canberra,Australia,Oslo,Norway,": capital-common-countries
",Norway,0.670374870300293
163,Canberra,Australia,Ottawa,Canada,": capital-common-countries
",Canada,0.7492119669914246
164,Canberra,Australia,Paris,France,": capital-common-countries
",France,0.7159996032714844
165,Canberra,Australia,Rome,Italy,": capital-common-countries
",Italy,0.663947343826294
166,Canberra,Australia,Stockholm,Sweden,": capital-common-countries
",Sweden,0.7069719433784485
167,Canberra,Australia,Tehran,Iran,": capital-common-countries
",Iran,0.7551094889640808
168,Canberra,Australia,Tokyo,Japan,": capital-common-countries
",Japan,0.7584798336029053
169,Canberra,Australia,Athens,Greece,": capital-common-countries
",Greece,0.5700703263282776
170,Canberra,Australia,Baghdad,Iraq,": capital-common-countries
",Mosul,0.6397027969360352
171,Canberra,Australia,Bangkok,Thailand,": capital-common-countries
",Thailand,0.7358657717704773
172,Canberra,Australia,Beijing,China,": capital-common-countries
",China,0.7823367714881897
173,Canberra,Australia,Berlin,Germany,": capital-common-countries
",Germany,0.7441056966781616
174,Canberra,Australia,Bern,Switzerland,": capital-common-countries
",Switzerland,0.5360246300697327
175,Canberra,Australia,Cairo,Egypt,": capital-common-countries
",Egypt,0.6859404444694519
176,Hanoi,Vietnam,Havana,Cuba,": capital-common-countries
",Cuba,0.68318110704422
177,Hanoi,Vietnam,Helsinki,Finland,": capital-common-countries
",Finland,0.5732652544975281
178,Hanoi,Vietnam,Islamabad,Pakistan,": capital-common-countries
",Pakistan,0.7073384523391724
179,Hanoi,Vietnam,Kabul,Afghanistan,": capital-common-countries
",Afghanistan,0.7566174864768982
180,Hanoi,Vietnam,London,England,": capital-common-countries
",Britain,0.5320745706558228
181,Hanoi,Vietnam,Madrid,Spain,": capital-common-countries
",Spain,0.6318690180778503
182,Hanoi,Vietnam,Moscow,Russia,": capital-common-countries
",Russia,0.6925882697105408
183,Hanoi,Vietnam,Oslo,Norway,": capital-common-countries
",Norway,0.5300316214561462
184,Hanoi,Vietnam,Ottawa,Canada,": capital-common-countries
",Canada,0.5802633762359619
185,Hanoi,Vietnam,Paris,France,": capital-common-countries
",France,0.5821923613548279
186,Hanoi,Vietnam,Rome,Italy,": capital-common-countries
",Italy,0.5208398699760437
187,Hanoi,Vietnam,Stockholm,Sweden,": capital-common-countries
",Sweden,0.5909290313720703
188,Hanoi,Vietnam,Tehran,Iran,": capital-common-countries
",Iran,0.7381366491317749
189,Hanoi,Vietnam,Tokyo,Japan,": capital-common-countries
",Japan,0.6836792230606079
190,Hanoi,Vietnam,Athens,Greece,": capital-common-countries
",Greece,0.5295498967170715
191,Hanoi,Vietnam,Baghdad,Iraq,": capital-common-countries
",Iraq,0.7784610986709595
192,Hanoi,Vietnam,Bangkok,Thailand,": capital-common-countries
",Thailand,0.6948618292808533
193,Hanoi,Vietnam,Beijing,China,": capital-common-countries
",China,0.7234392762184143
194,Hanoi,Vietnam,Berlin,Germany,": capital-common-countries
",Germany,0.5970562100410461
195,Hanoi,Vietnam,Bern,Switzerland,": capital-common-countries
",Bern_NC,0.497576504945755
196,Hanoi,Vietnam,Cairo,Egypt,": capital-common-countries
",Egypt,0.7024322748184204
197,Hanoi,Vietnam,Canberra,Australia,": capital-common-countries
",Australia,0.6169843673706055
198,Havana,Cuba,Helsinki,Finland,": capital-common-countries
",Finland,0.6971813440322876
199,Havana,Cuba,Islamabad,Pakistan,": capital-common-countries
",Pakistan,0.812371551990509
200,Havana,Cuba,Kabul,Afghanistan,": capital-common-countries
",Afghanistan,0.7092918157577515
201,Havana,Cuba,London,England,": capital-common-countries
",Britain,0.6217107772827148
202,Havana,Cuba,Madrid,Spain,": capital-common-countries
",Spain,0.6929836869239807
203,Havana,Cuba,Moscow,Russia,": capital-common-countries
",Russia,0.8237830400466919
204,Havana,Cuba,Oslo,Norway,": capital-common-countries
",Norway,0.7030717134475708
205,Havana,Cuba,Ottawa,Canada,": capital-common-countries
",Canada,0.656257688999176
206,Havana,Cuba,Paris,France,": capital-common-countries
",France,0.6843083500862122
207,Havana,Cuba,Rome,Italy,": capital-common-countries
",Italy,0.6025851964950562
208,Havana,Cuba,Stockholm,Sweden,": capital-common-countries
",Sweden,0.7303112745285034
209,Havana,Cuba,Tehran,Iran,": capital-common-countries
",Iran,0.8635510206222534
210,Havana,Cuba,Tokyo,Japan,": capital-common-countries
",Japan,0.7725998759269714
211,Havana,Cuba,Athens,Greece,": capital-common-countries
",Greece,0.632399320602417
212,Havana,Cuba,Baghdad,Iraq,": capital-common-countries
",Iraq,0.7371042966842651
213,Havana,Cuba,Bangkok,Thailand,": capital-common-countries
",Thailand,0.7950247526168823
214,Havana,Cuba,Beijing,China,": capital-common-countries
",China,0.7704688906669617
215,Havana,Cuba,Berlin,Germany,": capital-common-countries
",Germany,0.6952270269393921
216,Havana,Cuba,Bern,Switzerland,": capital-common-countries
",Switzerland,0.502707302570343
217,Havana,Cuba,Cairo,Egypt,": capital-common-countries
",Egypt,0.7647275924682617
218,Havana,Cuba,Canberra,Australia,": capital-common-countries
",Australia,0.6877731680870056
219,Havana,Cuba,Hanoi,Vietnam,": capital-common-countries
",Viet_Nam,0.7109317183494568
220,Helsinki,Finland,Islamabad,Pakistan,": capital-common-countries
",Pakistan,0.7291181087493896
221,Helsinki,Finland,Kabul,Afghanistan,": capital-common-countries
",Afghan,0.6359645128250122
222,Helsinki,Finland,London,England,": capital-common-countries
",Britain,0.6623522043228149
223,Helsinki,Finland,Madrid,Spain,": capital-common-countries
",Spain,0.7539469003677368
224,Helsinki,Finland,Moscow,Russia,": capital-common-countries
",Russia,0.7918932437896729
225,Helsinki,Finland,Oslo,Norway,": capital-common-countries
",Norway,0.7523171305656433
226,Helsinki,Finland,Ottawa,Canada,": capital-common-countries
",Canada,0.6696931719779968
227,Helsinki,Finland,Paris,France,": capital-common-countries
",France,0.7549224495887756
228,Helsinki,Finland,Rome,Italy,": capital-common-countries
",Italy,0.6867628693580627
229,Helsinki,Finland,Stockholm,Sweden,": capital-common-countries
",Sweden,0.82563716173172
230,Helsinki,Finland,Tehran,Iran,": capital-common-countries
",Iran,0.7732709646224976
231,Helsinki,Finland,Tokyo,Japan,": capital-common-countries
",Japan,0.8030250668525696
232,Helsinki,Finland,Athens,Greece,": capital-common-countries
",Greece,0.6566227078437805
233,Helsinki,Finland,Baghdad,Iraq,": capital-common-countries
",Mosul,0.6506971716880798
234,Helsinki,Finland,Bangkok,Thailand,": capital-common-countries
",Thailand,0.752036452293396
235,Helsinki,Finland,Beijing,China,": capital-common-countries
",China,0.7568844556808472
236,Helsinki,Finland,Berlin,Germany,": capital-common-countries
",Germany,0.7419473528862
237,Helsinki,Finland,Bern,Switzerland,": capital-common-countries
",Switzerland,0.5047451257705688
238,Helsinki,Finland,Cairo,Egypt,": capital-common-countries
",Egypt,0.7302724719047546
239,Helsinki,Finland,Canberra,Australia,": capital-common-countries
",Australia,0.6987783312797546
240,Helsinki,Finland,Hanoi,Vietnam,": capital-common-countries
",Viet_Nam,0.6931595802307129
241,Helsinki,Finland,Havana,Cuba,": capital-common-countries
",Cuba,0.6899740695953369
242,Islamabad,Pakistan,Kabul,Afghanistan,": capital-common-countries
",Afghan,0.7332904934883118
243,Islamabad,Pakistan,London,England,": capital-common-countries
",Britain,0.6056548953056335
244,Islamabad,Pakistan,Madrid,Spain,": capital-common-countries
",Spain,0.6914529204368591
245,Islamabad,Pakistan,Moscow,Russia,": capital-common-countries
",Russia,0.8319274187088013
246,Islamabad,Pakistan,Oslo,Norway,": capital-common-countries
",Norway,0.679567277431488
247,Islamabad,Pakistan,Ottawa,Canada,": capital-common-countries
",Canada,0.6421677470207214
248,Islamabad,Pakistan,Paris,France,": capital-common-countries
",France,0.6944429874420166
249,Islamabad,Pakistan,Rome,Italy,": capital-common-countries
",Italy,0.6518086194992065
250,Islamabad,Pakistan,Stockholm,Sweden,": capital-common-countries
",Sweden,0.7098784446716309
251,Islamabad,Pakistan,Tehran,Iran,": capital-common-countries
",Iran,0.8605972528457642
252,Islamabad,Pakistan,Tokyo,Japan,": capital-common-countries
",Japan,0.7747603058815002
253,Islamabad,Pakistan,Athens,Greece,": capital-common-countries
",Greece,0.6418431401252747
254,Islamabad,Pakistan,Baghdad,Iraq,": capital-common-countries
",Iraqi,0.74811190366745
255,Islamabad,Pakistan,Bangkok,Thailand,": capital-common-countries
",Thailand,0.7783142328262329
256,Islamabad,Pakistan,Beijing,China,": capital-common-countries
",China,0.8079829812049866
257,Islamabad,Pakistan,Berlin,Germany,": capital-common-countries
",Germany,0.7216540575027466
258,Islamabad,Pakistan,Bern,Switzerland,": capital-common-countries
",Switzerland,0.49683260917663574
259,Islamabad,Pakistan,Cairo,Egypt,": capital-common-countries
",Egypt,0.7879177927970886
260,Islamabad,Pakistan,Canberra,Australia,": capital-common-countries
",Australia,0.7616326808929443
261,Islamabad,Pakistan,Hanoi,Vietnam,": capital-common-countries
",Viet_Nam,0.7534360289573669
262,Islamabad,Pakistan,Havana,Cuba,": capital-common-countries
",Cuba,0.7958503365516663
263,Islamabad,Pakistan,Helsinki,Finland,": capital-common-countries
",Finland,0.693510115146637
264,Kabul,Afghanistan,London,England,": capital-common-countries
",EURASIAN_NATURAL_RESOURCES_CORP.,0.5547584891319275
265,Kabul,Afghanistan,Madrid,Spain,": capital-common-countries
",Spain,0.6156004667282104
266,Kabul,Afghanistan,Moscow,Russia,": capital-common-countries
",Russia,0.7199913263320923
267,Kabul,Afghanistan,Oslo,Norway,": capital-common-countries
",Norway,0.5757439136505127
268,Kabul,Afghanistan,Ottawa,Canada,": capital-common-countries
",Ontario,0.5514492392539978
269,Kabul,Afghanistan,Paris,France,": capital-common-countries
",France,0.6088168025016785
270,Kabul,Afghanistan,Rome,Italy,": capital-common-countries
",Italy,0.5375438332557678
271,Kabul,Afghanistan,Stockholm,Sweden,": capital-common-countries
",Sweden,0.5849065780639648
272,Kabul,Afghanistan,Tehran,Iran,": capital-common-countries
",Iran,0.7807148098945618
273,Kabul,Afghanistan,Tokyo,Japan,": capital-common-countries
",Japan,0.6695031523704529
274,Kabul,Afghanistan,Athens,Greece,": capital-common-countries
",Greece,0.5494598746299744
275,Kabul,Afghanistan,Baghdad,Iraq,": capital-common-countries
",Iraq,0.8607981204986572
276,Kabul,Afghanistan,Bangkok,Thailand,": capital-common-countries
",Thailand,0.6891651749610901
277,Kabul,Afghanistan,Beijing,China,": capital-common-countries
",China,0.6837893128395081
278,Kabul,Afghanistan,Berlin,Germany,": capital-common-countries
",Germany,0.6105467677116394
279,Kabul,Afghanistan,Bern,Switzerland,": capital-common-countries
",Bern_NC,0.4233846962451935
280,Kabul,Afghanistan,Cairo,Egypt,": capital-common-countries
",Egypt,0.6705426573753357
281,Kabul,Afghanistan,Canberra,Australia,": capital-common-countries
",Mr_Rudd,0.6034547090530396
282,Kabul,Afghanistan,Hanoi,Vietnam,": capital-common-countries
",Vietnam,0.7514269948005676
283,Kabul,Afghanistan,Havana,Cuba,": capital-common-countries
",Cuba,0.7205935120582581
284,Kabul,Afghanistan,Helsinki,Finland,": capital-common-countries
",Finland,0.5768634080886841
285,Kabul,Afghanistan,Islamabad,Pakistan,": capital-common-countries
",Pakistan,0.7463313341140747
286,London,England,Madrid,Spain,": capital-common-countries
",Spain,0.6087852120399475
287,London,England,Moscow,Russia,": capital-common-countries
",Russia,0.6502717733383179
288,London,England,Oslo,Norway,": capital-common-countries
",Norway,0.5689429640769958
289,London,England,Ottawa,Canada,": capital-common-countries
",Canada,0.5256192088127136
290,London,England,Paris,France,": capital-common-countries
",France,0.667637825012207
291,London,England,Rome,Italy,": capital-common-countries
",Italy,0.5715967416763306
292,London,England,Stockholm,Sweden,": capital-common-countries
",Sweden,0.6610991358757019
293,London,England,Tehran,Iran,": capital-common-countries
",Iran,0.6443779468536377
294,London,England,Tokyo,Japan,": capital-common-countries
",Japan,0.6889490485191345
295,London,England,Athens,Greece,": capital-common-countries
",Greece,0.5293722152709961
296,London,England,Baghdad,Iraq,": capital-common-countries
",Iraqi,0.5854012966156006
297,London,England,Bangkok,Thailand,": capital-common-countries
",Thailand,0.6264095902442932
298,London,England,Beijing,China,": capital-common-countries
",China,0.6181187033653259
299,London,England,Berlin,Germany,": capital-common-countries
",Germany,0.5952339172363281
300,London,England,Bern,Switzerland,": capital-common-countries
",Hanover,0.45303672552108765
301,London,England,Cairo,Egypt,": capital-common-countries
",Egypt,0.5641492009162903
302,London,England,Canberra,Australia,": capital-common-countries
",Australia,0.6054890751838684
303,London,England,Hanoi,Vietnam,": capital-common-countries
",Viet_Nam,0.5810423493385315
304,London,England,Havana,Cuba,": capital-common-countries
",Cuba,0.5627489686012268
305,London,England,Helsinki,Finland,": capital-common-countries
",Finland,0.621544599533081
306,London,England,Islamabad,Pakistan,": capital-common-countries
",Pakistan,0.6654638051986694
307,London,England,Kabul,Afghanistan,": capital-common-countries
",Afghan,0.5733119249343872
308,Madrid,Spain,Moscow,Russia,": capital-common-countries
",Russia,0.8136780858039856
309,Madrid,Spain,Oslo,Norway,": capital-common-countries
",Norway,0.7230186462402344
310,Madrid,Spain,Ottawa,Canada,": capital-common-countries
",Canada,0.6814808249473572
311,Madrid,Spain,Paris,France,": capital-common-countries
",France,0.7609949111938477
312,Madrid,Spain,Rome,Italy,": capital-common-countries
",Italy,0.7004685997962952
